"Date","Price","Open","High","Low","Vol.","Change %"
"10/19/2001","279.77","279.38","279.77","279.77","","0.07%"
"10/18/2001","279.57","283.02","279.57","279.57","","-1.05%"
"10/17/2001","282.55","281.65","282.55","282.55","","0.39%"
"10/16/2001","281.45","281.75","281.45","281.45","","-0.04%"
"10/15/2001","281.55","284.35","281.55","281.55","","-1.11%"
"10/12/2001","284.70","282.55","284.70","284.70","","1.14%"
"10/11/2001","281.50","285.50","281.50","281.50","","-1.26%"
"10/10/2001","285.10","289.00","285.10","285.10","","-1.09%"
"10/09/2001","288.25","292.00","288.25","288.25","","-1.33%"
"10/08/2001","292.15","292.75","292.15","292.15","","0.31%"
"10/05/2001","291.25","290.25","291.25","291.25","","0.40%"
"10/04/2001","290.10","289.25","290.10","290.10","","0.14%"
"10/03/2001","289.70","290.00","289.70","289.70","","0.00%"
"10/02/2001","289.70","292.15","289.70","289.70","","-0.77%"
"10/01/2001","291.95","291.95","291.95","291.95","","-0.34%"
"09/28/2001","292.95","291.50","292.95","292.95","","0.39%"
"09/27/2001","291.80","292.65","291.80","291.80","","-0.41%"
"09/26/2001","293.00","289.00","293.00","293.00","","1.12%"
"09/25/2001","289.75","289.50","289.75","289.75","","0.09%"
"09/24/2001","289.50","291.25","289.50","289.50","","-0.75%"
"09/21/2001","291.70","289.00","291.70","291.70","","1.06%"
"09/20/2001","288.65","290.25","288.65","288.65","","-0.69%"
"09/19/2001","290.65","288.00","290.65","290.65","","0.92%"
"09/18/2001","288.00","289.50","288.00","288.00","","-0.67%"
"09/17/2001","289.95","290.75","289.95","289.95","","1.27%"
"09/14/2001","286.30","281.00","286.30","286.30","","1.52%"
"09/13/2001","282.00","278.00","282.00","282.00","","0.89%"
"09/12/2001","279.50","291.50","279.50","279.50","","-3.12%"
"09/11/2001","288.50","273.65","288.50","288.50","","6.16%"
"09/10/2001","271.75","273.15","271.75","271.75","","-0.51%"
"09/07/2001","273.15","272.90","273.15","273.15","","0.09%"
"09/06/2001","272.90","271.85","272.90","272.90","","0.33%"
"09/05/2001","272.00","272.05","272.00","272.00","","-0.06%"
"09/04/2001","272.15","273.40","272.15","272.15","","-0.49%"
"09/03/2001","273.50","274.25","273.50","273.50","","-0.35%"
"08/31/2001","274.45","275.25","274.45","274.45","","-0.29%"
"08/30/2001","275.25","273.55","275.25","275.25","","0.55%"
"08/29/2001","273.75","272.55","273.75","273.75","","0.55%"
"08/28/2001","272.25","272.75","272.25","272.25","","-0.22%"
"08/27/2001","272.85","272.75","272.85","272.85","","0.00%"
"08/24/2001","272.85","275.35","272.85","272.85","","-0.98%"
"08/23/2001","275.55","274.55","275.55","275.55","","0.36%"
"08/22/2001","274.55","275.25","274.55","274.55","","-0.18%"
"08/21/2001","275.05","276.25","275.05","275.05","","-0.40%"
"08/20/2001","276.15","278.75","276.15","276.15","","-1.11%"
"08/17/2001","279.25","274.95","279.25","279.25","","1.42%"
"08/16/2001","275.35","275.95","275.35","275.35","","-0.25%"
"08/15/2001","276.05","276.35","276.05","276.05","","-0.14%"
"08/14/2001","276.45","275.75","276.45","276.45","","0.14%"
"08/13/2001","276.05","274.00","276.05","276.05","","0.66%"
"08/10/2001","274.25","273.25","274.25","274.25","","0.26%"
"08/09/2001","273.55","268.45","273.55","273.55","","1.94%"
"08/08/2001","268.35","267.45","268.35","268.35","","0.26%"
"08/07/2001","267.65","267.65","267.65","267.65","","-0.04%"
"08/06/2001","267.75","268.45","267.75","267.75","","-0.26%"
"08/03/2001","268.45","267.85","268.45","268.45","","0.26%"
"08/02/2001","267.75","267.75","267.75","267.75","","0.07%"
"08/01/2001","267.55","266.55","267.55","267.55","","0.26%"
"07/31/2001","266.85","265.35","266.85","266.85","","0.60%"
"07/30/2001","265.25","267.85","265.25","265.25","","-0.97%"
"07/27/2001","267.85","266.75","267.85","267.85","","0.45%"
"07/26/2001","266.65","267.75","266.65","266.65","","-0.49%"
"07/25/2001","267.95","269.75","267.95","267.95","","-0.67%"
"07/24/2001","269.75","269.00","269.75","269.75","","0.33%"
"07/23/2001","268.85","270.00","268.85","268.85","","-0.48%"
"07/20/2001","270.15","269.25","270.15","270.15","","0.26%"
"07/19/2001","269.45","270.45","269.45","269.45","","-0.48%"
"07/18/2001","270.75","268.40","270.75","270.75","","0.86%"
"07/17/2001","268.45","267.25","268.45","268.45","","0.49%"
"07/16/2001","267.15","267.30","267.15","267.15","","-0.07%"
"07/13/2001","267.35","266.75","267.35","267.35","","0.19%"
"07/12/2001","266.85","268.25","266.85","266.85","","-0.71%"
"07/11/2001","268.75","266.40","268.75","268.75","","0.90%"
"07/10/2001","266.35","266.65","266.35","266.35","","-0.11%"
"07/09/2001","266.65","266.45","266.65","266.65","","0.15%"
"07/06/2001","266.25","265.55","266.25","266.25","","0.34%"
"07/05/2001","265.35","267.75","265.35","265.35","","-0.97%"
"07/04/2001","267.95","267.85","267.95","267.95","","0.00%"
"07/03/2001","267.95","269.55","267.95","267.95","","-0.52%"
"07/02/2001","269.35","270.80","269.35","269.35","","-0.55%"
"06/29/2001","270.85","269.40","270.85","270.85","","0.56%"
"06/28/2001","269.35","272.55","269.35","269.35","","-1.07%"
"06/27/2001","272.25","276.25","272.25","272.25","","-1.45%"
"06/26/2001","276.25","273.85","276.25","276.25","","0.82%"
"06/25/2001","274.00","272.55","274.00","274.00","","0.51%"
"06/22/2001","272.60","272.50","272.60","272.60","","-0.09%"
"06/21/2001","272.85","272.55","272.85","272.85","","0.07%"
"06/20/2001","272.65","273.55","272.65","272.65","","-0.37%"
"06/19/2001","273.65","272.45","273.65","273.65","","0.22%"
"06/18/2001","273.05","271.60","273.05","273.05","","0.70%"
"06/15/2001","271.15","275.65","271.15","271.15","","-1.67%"
"06/14/2001","275.75","272.65","275.75","275.75","","1.14%"
"06/13/2001","272.65","271.85","272.65","272.65","","0.29%"
"06/12/2001","271.85","268.15","271.85","271.85","","1.44%"
"06/11/2001","268.00","273.75","268.00","268.00","","-2.01%"
"06/08/2001","273.50","266.60","273.50","273.50","","2.68%"
"06/07/2001","266.35","266.55","266.35","266.35","","0.04%"
"06/06/2001","266.25","266.35","266.25","266.25","","-0.04%"
"06/05/2001","266.35","265.85","266.35","266.35","","0.30%"
"06/04/2001","265.55","266.95","265.55","265.55","","-0.54%"
"06/01/2001","267.00","265.90","267.00","267.00","","0.36%"
"05/31/2001","266.05","266.50","266.05","266.05","","-0.02%"
"05/30/2001","266.10","273.90","266.10","266.10","","-2.85%"
"05/29/2001","273.90","277.80","273.90","273.90","","-1.44%"
"05/28/2001","277.90","277.75","277.90","277.90","","0.00%"
"05/25/2001","277.90","279.25","277.90","277.90","","-0.48%"
"05/24/2001","279.25","283.60","279.25","279.25","","-1.59%"
"05/23/2001","283.75","285.50","283.75","283.75","","-0.53%"
"05/22/2001","285.25","285.50","285.25","285.25","","-0.14%"
"05/21/2001","285.65","286.50","285.65","285.65","","-0.24%"
"05/18/2001","286.35","273.60","286.35","286.35","","4.68%"
"05/17/2001","273.55","272.05","273.55","273.55","","0.50%"
"05/16/2001","272.20","268.50","272.20","272.20","","1.42%"
"05/15/2001","268.40","268.45","268.40","268.40","","-0.04%"
"05/14/2001","268.50","268.05","268.50","268.50","","0.17%"
"05/11/2001","268.05","269.05","268.05","268.05","","-0.35%"
"05/10/2001","269.00","269.75","269.00","269.00","","-0.33%"
"05/09/2001","269.90","265.05","269.90","269.90","","1.87%"
"05/08/2001","264.95","266.00","264.95","264.95","","-0.43%"
"05/07/2001","266.10","266.05","266.10","266.10","","-0.02%"
"05/04/2001","266.15","266.00","266.15","266.15","","0.00%"
"05/03/2001","266.15","265.25","266.15","266.15","","0.30%"
"05/02/2001","265.35","264.40","265.35","265.35","","0.38%"
"05/01/2001","264.35","263.85","264.35","264.35","","0.11%"
"04/30/2001","264.05","263.90","264.05","264.05","","0.00%"
"04/27/2001","264.05","264.25","264.05","264.05","","-0.04%"
"04/26/2001","264.15","262.60","264.15","264.15","","0.69%"
"04/25/2001","262.35","264.25","262.35","262.35","","-0.74%"
"04/24/2001","264.30","263.40","264.30","264.30","","0.30%"
"04/23/2001","263.50","264.25","263.50","263.50","","-0.43%"
"04/20/2001","264.65","265.25","264.65","264.65","","-0.32%"
"04/19/2001","265.50","261.15","265.50","265.50","","1.63%"
"04/18/2001","261.25","261.00","261.25","261.25","","0.10%"
"04/17/2001","261.00","262.85","261.00","261.00","","-0.91%"
"04/16/2001","263.40","260.00","263.40","263.40","","1.25%"
"04/13/2001","260.15","260.00","260.15","260.15","","0.00%"
"04/12/2001","260.15","258.85","260.15","260.15","","0.54%"
"04/11/2001","258.75","257.75","258.75","258.75","","0.47%"
"04/10/2001","257.55","258.05","257.55","257.55","","-0.37%"
"04/09/2001","258.50","260.05","258.50","258.50","","-0.54%"
"04/06/2001","259.90","258.50","259.90","259.90","","0.52%"
"04/05/2001","258.55","259.00","258.55","258.55","","-0.08%"
"04/04/2001","258.75","257.35","258.75","258.75","","0.66%"
"04/03/2001","257.05","255.70","257.05","257.05","","0.59%"
"04/02/2001","255.55","257.75","255.55","255.55","","-0.93%"
"03/30/2001","257.95","259.15","257.95","257.95","","-0.42%"
"03/29/2001","259.05","260.20","259.05","259.05","","-0.38%"
"03/28/2001","260.05","260.90","260.05","260.05","","-0.54%"
"03/27/2001","261.45","262.45","261.45","261.45","","-0.46%"
"03/26/2001","262.65","262.15","262.65","262.65","","0.11%"
"03/23/2001","262.35","262.25","262.35","262.35","","0.15%"
"03/22/2001","261.95","263.15","261.95","261.95","","-0.42%"
"03/21/2001","263.05","262.05","263.05","263.05","","0.54%"
"03/20/2001","261.65","260.85","261.65","261.65","","0.38%"
"03/19/2001","260.65","258.80","260.65","260.65","","0.73%"
"03/16/2001","258.75","260.85","258.75","258.75","","-0.73%"
"03/15/2001","260.65","263.85","260.65","260.65","","-0.91%"
"03/14/2001","263.05","268.65","263.05","263.05","","-1.76%"
"03/13/2001","267.75","272.65","267.75","267.75","","-1.76%"
"03/12/2001","272.55","272.20","272.55","272.55","","0.06%"
"03/09/2001","272.38","267.38","272.38","272.38","","2.23%"
"03/08/2001","266.45","262.45","266.45","266.45","","1.56%"
"03/07/2001","262.35","260.65","262.35","262.35","","0.61%"
"03/06/2001","260.75","263.10","260.75","260.75","","-0.91%"
"03/05/2001","263.15","262.65","263.15","263.15","","0.15%"
"03/02/2001","262.75","265.05","262.75","262.75","","-1.09%"
"03/01/2001","265.65","267.15","265.65","265.65","","-0.60%"
"02/28/2001","267.25","268.05","267.25","267.25","","-0.37%"
"02/27/2001","268.25","267.00","268.25","268.25","","0.52%"
"02/26/2001","266.85","261.75","266.85","266.85","","2.05%"
"02/23/2001","261.50","258.70","261.50","261.50","","0.95%"
"02/22/2001","259.05","258.75","259.05","259.05","","0.19%"
"02/21/2001","258.55","256.45","258.55","258.55","","0.90%"
"02/20/2001","256.25","259.65","256.25","256.25","","-1.31%"
"02/19/2001","259.65","258.75","259.65","259.65","","0.27%"
"02/16/2001","258.95","255.95","258.95","258.95","","1.13%"
"02/15/2001","256.05","259.75","256.05","256.05","","-1.48%"
"02/14/2001","259.90","260.65","259.90","259.90","","-0.40%"
"02/13/2001","260.95","261.45","260.95","260.95","","-0.15%"
"02/12/2001","261.35","261.35","261.35","261.35","","0.27%"
"02/09/2001","260.65","260.85","260.65","260.65","","-0.10%"
"02/08/2001","260.90","263.40","260.90","260.90","","-0.93%"
"02/07/2001","263.35","263.75","263.35","263.35","","-0.11%"
"02/06/2001","263.65","265.45","263.65","263.65","","-0.72%"
"02/05/2001","265.55","267.15","265.55","265.55","","-0.73%"
"02/02/2001","267.50","268.35","267.50","267.50","","-0.43%"
"02/01/2001","268.65","266.15","268.65","268.65","","1.05%"
"01/31/2001","265.85","266.00","265.85","265.85","","0.00%"
"01/30/2001","265.85","263.15","265.85","265.85","","1.03%"
"01/29/2001","263.15","263.55","263.15","263.15","","0.04%"
"01/26/2001","263.05","265.00","263.05","263.05","","-0.72%"
"01/25/2001","264.95","264.95","264.95","264.95","","0.00%"
"01/24/2001","264.95","266.55","264.95","264.95","","-0.60%"
"01/23/2001","266.55","267.50","266.55","266.55","","-0.15%"
"01/22/2001","266.95","265.55","266.95","266.95","","0.79%"
"01/19/2001","264.85","264.80","264.85","264.85","","-0.08%"
"01/18/2001","265.05","263.80","265.05","265.05","","0.51%"
"01/17/2001","263.70","263.75","263.70","263.70","","0.06%"
"01/16/2001","263.55","263.65","263.55","263.55","","-0.04%"
"01/15/2001","263.65","264.50","263.65","263.65","","-0.23%"
"01/12/2001","264.25","264.30","264.25","264.25","","0.04%"
"01/11/2001","264.15","264.90","264.15","264.15","","-0.25%"
"01/10/2001","264.80","267.55","264.80","264.80","","-1.14%"
"01/09/2001","267.85","268.55","267.85","267.85","","-0.22%"
"01/08/2001","268.45","268.35","268.45","268.45","","0.13%"
"01/05/2001","268.10","267.45","268.10","268.10","","0.21%"
"01/04/2001","267.55","268.05","267.55","267.55","","-0.41%"
"01/03/2001","268.65","269.25","268.65","268.65","","-0.07%"
"01/02/2001","268.85","272.75","268.85","268.85","","-1.30%"
"12/29/2000","272.40","272.45","272.40","272.40","","-0.06%"
"12/28/2000","272.55","275.25","272.55","272.55","","-1.09%"
"12/27/2000","275.55","274.55","275.55","275.55","","0.40%"
"12/26/2000","274.45","273.40","274.45","274.45","","0.15%"
"12/25/2000","274.05","274.00","274.05","274.05","","0.04%"
"12/22/2000","273.95","274.25","273.95","273.95","","-0.11%"
"12/21/2000","274.25","273.45","274.25","274.25","","0.22%"
"12/20/2000","273.65","270.50","273.65","273.65","","1.26%"
"12/19/2000","270.25","270.25","270.25","270.25","","0.00%"
"12/18/2000","270.25","271.00","270.25","270.25","","-0.24%"
"12/15/2000","270.90","270.05","270.90","270.90","","0.43%"
"12/14/2000","269.75","269.25","269.75","269.75","","0.20%"
"12/13/2000","269.20","270.95","269.20","269.20","","-0.79%"
"12/12/2000","271.35","270.65","271.35","271.35","","0.30%"
"12/11/2000","270.55","272.75","270.55","270.55","","-0.81%"
"12/08/2000","272.75","273.75","272.75","272.75","","-0.37%"
"12/07/2000","273.75","274.75","273.75","273.75","","-0.44%"
"12/06/2000","274.95","270.60","274.95","274.95","","1.70%"
"12/05/2000","270.35","270.90","270.35","270.35","","-0.30%"
"12/04/2000","271.15","269.75","271.15","271.15","","0.65%"
"12/01/2000","269.40","270.45","269.40","269.40","","-0.35%"
"11/30/2000","270.35","266.90","270.35","270.35","","1.27%"
"11/29/2000","266.95","269.60","266.95","266.95","","-0.95%"
"11/28/2000","269.50","270.00","269.50","269.50","","-0.20%"
"11/27/2000","270.05","265.75","270.05","270.05","","1.54%"
"11/24/2000","265.95","266.05","265.95","265.95","","-0.02%"
"11/23/2000","266.00","267.25","266.00","266.00","","-0.24%"
"11/22/2000","266.65","265.85","266.65","266.65","","0.30%"
"11/21/2000","265.85","266.45","265.85","265.85","","-0.19%"
"11/20/2000","266.35","266.25","266.35","266.35","","0.21%"
"11/17/2000","265.80","265.85","265.80","265.80","","-0.02%"
"11/16/2000","265.85","264.85","265.85","265.85","","0.23%"
"11/15/2000","265.25","264.60","265.25","265.25","","0.23%"
"11/14/2000","264.65","264.55","264.65","264.65","","0.08%"
"11/13/2000","264.45","264.75","264.45","264.45","","-0.08%"
"11/10/2000","264.65","265.95","264.65","264.65","","-0.41%"
"11/09/2000","265.75","265.05","265.75","265.75","","0.23%"
"11/08/2000","265.15","264.65","265.15","265.15","","0.28%"
"11/07/2000","264.40","265.15","264.40","264.40","","-0.23%"
"11/06/2000","265.00","265.20","265.00","265.00","","-0.08%"
"11/03/2000","265.20","264.80","265.20","265.20","","0.21%"
"11/02/2000","264.65","264.65","264.65","264.65","","0.13%"
"11/01/2000","264.30","265.10","264.30","264.30","","-0.28%"
"10/31/2000","265.05","264.60","265.05","265.05","","0.08%"
"10/30/2000","264.85","264.75","264.85","264.85","","0.11%"
"10/27/2000","264.55","265.35","264.55","264.55","","-0.30%"
"10/26/2000","265.35","266.80","265.35","265.35","","-0.52%"
"10/25/2000","266.75","270.40","266.75","266.75","","-1.31%"
"10/24/2000","270.30","270.40","270.30","270.30","","-0.02%"
"10/23/2000","270.35","271.30","270.35","270.35","","-0.42%"
"10/20/2000","271.50","271.10","271.50","271.50","","0.24%"
"10/19/2000","270.85","270.75","270.85","270.85","","0.07%"
"10/18/2000","270.65","271.60","270.65","270.65","","-0.22%"
"10/17/2000","271.25","272.05","271.25","271.25","","-0.29%"
"10/16/2000","272.05","272.45","272.05","272.05","","-0.22%"
"10/13/2000","272.65","276.35","272.65","272.65","","-1.45%"
"10/12/2000","276.65","270.95","276.65","276.65","","1.99%"
"10/11/2000","271.25","273.10","271.25","271.25","","-0.55%"
"10/10/2000","272.75","270.60","272.75","272.75","","0.79%"
"10/09/2000","270.60","269.95","270.60","270.60","","0.35%"
"10/06/2000","269.65","269.75","269.65","269.65","","-0.26%"
"10/05/2000","270.35","270.85","270.35","270.35","","-0.15%"
"10/04/2000","270.75","272.00","270.75","270.75","","-0.55%"
"10/03/2000","272.25","273.35","272.25","272.25","","-0.42%"
"10/02/2000","273.40","274.25","273.40","273.40","","-0.31%"
"09/29/2000","274.25","275.25","274.25","274.25","","-0.47%"
"09/28/2000","275.55","278.50","275.55","275.55","","-1.09%"
"09/27/2000","278.60","274.45","278.60","278.60","","1.55%"
"09/26/2000","274.35","274.55","274.35","274.35","","0.02%"
"09/25/2000","274.30","272.05","274.30","274.30","","0.79%"
"09/22/2000","272.15","271.05","272.15","272.15","","0.52%"
"09/21/2000","270.75","269.55","270.75","270.75","","0.48%"
"09/20/2000","269.45","272.15","269.45","269.45","","-1.03%"
"09/19/2000","272.25","272.00","272.25","272.25","","0.17%"
"09/18/2000","271.80","272.55","271.80","271.80","","-0.28%"
"09/15/2000","272.55","272.75","272.55","272.55","","0.04%"
"09/14/2000","272.45","272.35","272.45","272.45","","-0.13%"
"09/13/2000","272.80","274.05","272.80","272.80","","-0.09%"
"09/12/2000","273.05","273.20","273.05","273.05","","-0.15%"
"09/11/2000","273.45","272.95","273.45","273.45","","0.15%"
"09/08/2000","273.05","273.85","273.05","273.05","","-0.27%"
"09/07/2000","273.80","274.55","273.80","273.80","","-0.24%"
"09/06/2000","274.45","275.70","274.45","274.45","","-0.40%"
"09/05/2000","275.55","276.95","275.55","275.55","","-0.52%"
"09/04/2000","277.00","276.95","277.00","277.00","","0.05%"
"09/01/2000","276.85","277.90","276.85","276.85","","-0.32%"
"08/31/2000","277.75","274.15","277.75","277.75","","1.28%"
"08/30/2000","274.25","273.25","274.25","274.25","","0.29%"
"08/29/2000","273.45","273.85","273.45","273.45","","-0.24%"
"08/28/2000","274.10","274.15","274.10","274.10","","-0.05%"
"08/25/2000","274.25","272.95","274.25","274.25","","0.48%"
"08/24/2000","272.95","270.25","272.95","272.95","","0.63%"
"08/23/2000","271.25","273.55","271.25","271.25","","-0.91%"
"08/22/2000","273.75","274.25","273.75","273.75","","-0.54%"
"08/21/2000","275.25","276.70","275.25","275.25","","-0.51%"
"08/18/2000","276.65","277.35","276.65","276.65","","-0.34%"
"08/17/2000","277.60","277.75","277.60","277.60","","0.14%"
"08/16/2000","277.20","274.70","277.20","277.20","","0.93%"
"08/15/2000","274.65","274.75","274.65","274.65","","-0.04%"
"08/14/2000","274.75","275.10","274.75","274.75","","-0.15%"
"08/11/2000","275.15","272.70","275.15","275.15","","0.88%"
"08/10/2000","272.75","272.25","272.75","272.75","","-0.04%"
"08/09/2000","272.85","273.75","272.85","272.85","","-0.15%"
"08/08/2000","273.25","273.85","273.25","273.25","","-0.18%"
"08/07/2000","273.75","272.75","273.75","273.75","","0.18%"
"08/04/2000","273.25","274.05","273.25","273.25","","-0.27%"
"08/03/2000","274.00","277.40","274.00","274.00","","-1.28%"
"08/02/2000","277.55","277.50","277.55","277.55","","0.07%"
"08/01/2000","277.35","277.55","277.35","277.35","","0.04%"
"07/31/2000","277.25","278.15","277.25","277.25","","-0.41%"
"07/28/2000","278.40","278.55","278.40","278.40","","-0.04%"
"07/27/2000","278.50","279.95","278.50","278.50","","-0.45%"
"07/26/2000","279.75","279.30","279.75","279.75","","0.21%"
"07/25/2000","279.15","279.25","279.15","279.15","","-0.04%"
"07/24/2000","279.25","280.05","279.25","279.25","","-0.39%"
"07/21/2000","280.35","280.50","280.35","280.35","","0.04%"
"07/20/2000","280.25","279.05","280.25","280.25","","0.39%"
"07/19/2000","279.15","282.60","279.15","279.15","","-1.24%"
"07/18/2000","282.65","283.55","282.65","282.65","","-0.32%"
"07/17/2000","283.55","281.15","283.55","283.55","","0.78%"
"07/14/2000","281.35","280.55","281.35","281.35","","0.39%"
"07/13/2000","280.25","280.65","280.25","280.25","","-0.18%"
"07/12/2000","280.75","282.65","280.75","280.75","","-0.62%"
"07/11/2000","282.50","284.05","282.50","282.50","","-0.51%"
"07/10/2000","283.95","283.60","283.95","283.95","","0.11%"
"07/07/2000","283.65","283.60","283.65","283.65","","0.05%"
"07/06/2000","283.50","283.85","283.50","283.50","","-0.23%"
"07/05/2000","284.15","286.85","284.15","284.15","","-0.91%"
"07/04/2000","286.75","287.80","286.75","286.75","","-0.40%"
"07/03/2000","287.90","289.65","287.90","287.90","","-0.76%"
"06/30/2000","290.10","289.25","290.10","290.10","","0.33%"
"06/29/2000","289.15","291.75","289.15","289.15","","-1.25%"
"06/28/2000","292.80","286.05","292.80","292.80","","2.36%"
"06/27/2000","286.05","284.45","286.05","286.05","","0.72%"
"06/26/2000","284.00","282.90","284.00","284.00","","0.28%"
"06/23/2000","283.20","285.60","283.20","283.20","","-0.86%"
"06/22/2000","285.65","286.25","285.65","285.65","","-0.19%"
"06/21/2000","286.20","286.35","286.20","286.20","","0.00%"
"06/20/2000","286.20","286.15","286.20","286.20","","-0.02%"
"06/19/2000","286.25","288.40","286.25","286.25","","-1.04%"
"06/16/2000","289.25","289.55","289.25","289.25","","-0.21%"
"06/15/2000","289.85","292.45","289.85","289.85","","-0.65%"
"06/14/2000","291.75","286.15","291.75","291.75","","2.10%"
"06/13/2000","285.75","286.50","285.75","285.75","","-0.35%"
"06/12/2000","286.75","283.85","286.75","286.75","","1.02%"
"06/09/2000","283.85","284.35","283.85","283.85","","-0.21%"
"06/08/2000","284.45","286.75","284.45","284.45","","-0.97%"
"06/07/2000","287.25","289.25","287.25","287.25","","-0.71%"
"06/06/2000","289.30","285.70","289.30","289.30","","1.34%"
"06/05/2000","285.48","280.38","285.48","285.48","","1.46%"
"06/02/2000","281.38","272.98","281.38","281.38","","3.15%"
"06/01/2000","272.80","272.00","272.80","272.80","","0.24%"
"05/31/2000","272.15","272.95","272.15","272.15","","-0.29%"
"05/30/2000","272.95","273.25","272.95","272.95","","0.29%"
"05/29/2000","272.15","272.25","272.15","272.15","","0.04%"
"05/26/2000","272.05","270.00","272.05","272.05","","0.67%"
"05/25/2000","270.25","273.45","270.25","270.25","","-1.21%"
"05/24/2000","273.55","274.10","273.55","273.55","","-0.29%"
"05/23/2000","274.35","275.40","274.35","274.35","","-0.51%"
"05/22/2000","275.75","274.10","275.75","275.75","","0.55%"
"05/19/2000","274.25","273.40","274.25","274.25","","0.33%"
"05/18/2000","273.35","273.50","273.35","273.35","","0.00%"
"05/17/2000","273.35","275.50","273.35","273.35","","-0.80%"
"05/16/2000","275.55","275.65","275.55","275.55","","-0.04%"
"05/15/2000","275.65","276.45","275.65","275.65","","-0.18%"
"05/12/2000","276.15","276.00","276.15","276.15","","0.07%"
"05/11/2000","275.95","277.60","275.95","275.95","","-0.65%"
"05/10/2000","277.75","277.25","277.75","277.75","","0.18%"
"05/09/2000","277.25","276.45","277.25","277.25","","0.23%"
"05/08/2000","276.62","279.02","276.62","276.62","","-0.84%"
"05/05/2000","278.95","280.45","278.95","278.95","","-0.42%"
"05/04/2000","280.12","278.88","280.12","280.12","","0.63%"
"05/03/2000","278.38","275.88","278.38","278.38","","0.95%"
"05/02/2000","275.75","273.75","275.75","275.75","","0.78%"
"05/01/2000","273.62","273.88","273.62","273.62","","0.04%"
"04/28/2000","273.50","277.10","273.50","273.50","","-1.28%"
"04/27/2000","277.05","275.85","277.05","277.05","","0.51%"
"04/26/2000","275.65","278.15","275.65","275.65","","-0.93%"
"04/25/2000","278.25","279.75","278.25","278.25","","-0.55%"
"04/24/2000","279.80","280.00","279.80","279.80","","-0.07%"
"04/21/2000","280.00","280.00","280.00","280.00","","0.09%"
"04/20/2000","279.75","280.75","279.75","279.75","","-0.36%"
"04/19/2000","280.77","281.27","280.77","280.77","","-0.12%"
"04/18/2000","281.12","280.62","281.12","281.12","","-0.09%"
"04/17/2000","281.38","283.77","281.38","281.38","","-0.57%"
"04/14/2000","283.00","281.75","283.00","283.00","","0.43%"
"04/13/2000","281.80","282.05","281.80","281.80","","-0.16%"
"04/12/2000","282.25","281.70","282.25","282.25","","0.22%"
"04/11/2000","281.62","281.62","281.62","281.62","","-0.05%"
"04/10/2000","281.75","279.95","281.75","281.75","","0.55%"
"04/07/2000","280.20","280.25","280.20","280.20","","-0.11%"
"04/06/2000","280.50","281.60","280.50","280.50","","-0.36%"
"04/05/2000","281.50","284.50","281.50","281.50","","-1.16%"
"04/04/2000","284.80","278.50","284.80","284.80","","2.39%"
"04/03/2000","278.15","278.75","278.15","278.15","","-0.29%"
"03/31/2000","278.95","276.75","278.95","278.95","","0.89%"
"03/30/2000","276.50","276.15","276.50","276.50","","0.09%"
"03/29/2000","276.25","279.55","276.25","276.25","","-1.11%"
"03/28/2000","279.35","280.35","279.35","279.35","","-0.30%"
"03/27/2000","280.20","285.15","280.20","280.20","","-1.65%"
"03/24/2000","284.90","285.10","284.90","284.90","","-0.21%"
"03/23/2000","285.50","288.10","285.50","285.50","","-0.87%"
"03/22/2000","288.00","289.75","288.00","288.00","","-0.65%"
"03/21/2000","289.88","286.23","289.88","289.88","","1.40%"
"03/20/2000","285.88","283.68","285.88","285.88","","0.49%"
"03/17/2000","284.50","286.00","284.50","284.50","","-0.70%"
"03/16/2000","286.50","289.00","286.50","286.50","","-0.82%"
"03/15/2000","288.88","288.88","288.88","288.88","","0.00%"
"03/14/2000","288.88","290.62","288.88","288.88","","-0.52%"
"03/13/2000","290.38","288.88","290.38","290.38","","0.48%"
"03/10/2000","289.00","291.50","289.00","289.00","","-0.77%"
"03/09/2000","291.25","288.25","291.25","291.25","","0.92%"
"03/08/2000","288.60","292.40","288.60","288.60","","-1.20%"
"03/07/2000","292.10","288.00","292.10","292.10","","1.46%"
"03/06/2000","287.90","289.00","287.90","287.90","","-0.31%"
"03/03/2000","288.80","288.00","288.80","288.80","","0.21%"
"03/02/2000","288.20","290.00","288.20","288.20","","-1.05%"
"03/01/2000","291.25","292.25","291.25","291.25","","-0.30%"
"02/29/2000","292.12","291.88","292.12","292.12","","-0.04%"
"02/28/2000","292.25","292.75","292.25","292.25","","-0.12%"
"02/25/2000","292.60","298.50","292.60","292.60","","-2.01%"
"02/24/2000","298.60","300.25","298.60","298.60","","-0.50%"
"02/23/2000","300.10","305.10","300.10","300.10","","-1.69%"
"02/22/2000","305.25","305.50","305.25","305.25","","-0.08%"
"02/21/2000","305.50","304.50","305.50","305.50","","0.23%"
"02/18/2000","304.80","300.75","304.80","304.80","","1.18%"
"02/17/2000","301.25","302.50","301.25","301.25","","-0.41%"
"02/16/2000","302.50","301.50","302.50","302.50","","0.17%"
"02/15/2000","302.00","308.40","302.00","302.00","","-1.95%"
"02/14/2000","308.00","311.00","308.00","308.00","","-1.03%"
"02/11/2000","311.20","316.00","311.20","311.20","","-1.81%"
"02/10/2000","316.95","305.50","316.95","316.95","","3.49%"
"02/09/2000","306.25","301.25","306.25","306.25","","2.42%"
"02/08/2000","299.00","302.25","299.00","299.00","","-0.93%"
