"Date","Price","Open","High","Low","Vol.","Change %"
"03/02/1993","329.65","328.75","329.65","329.65","","0.30%"
"03/01/1993","328.65","328.55","328.65","328.65","","0.06%"
"02/26/1993","328.45","329.45","328.45","328.45","","-0.32%"
"02/25/1993","329.50","329.35","329.50","329.50","","0.02%"
"02/24/1993","329.45","330.45","329.45","329.45","","-0.35%"
"02/23/1993","330.60","327.80","330.60","330.60","","0.76%"
"02/22/1993","328.10","330.00","328.10","328.10","","-0.59%"
"02/19/1993","330.05","330.35","330.05","330.05","","-0.06%"
"02/18/1993","330.25","330.45","330.25","330.25","","-0.12%"
"02/17/1993","330.65","332.35","330.65","330.65","","-0.47%"
"02/16/1993","332.20","328.75","332.20","332.20","","1.05%"
"02/15/1993","328.75","329.10","328.75","328.75","","-0.06%"
"02/12/1993","328.95","331.40","328.95","328.95","","-0.77%"
"02/11/1993","331.50","331.90","331.50","331.50","","-0.18%"
"02/10/1993","332.10","328.45","332.10","332.10","","1.10%"
"02/09/1993","328.50","328.00","328.50","328.50","","0.21%"
"02/08/1993","327.80","328.05","327.80","327.80","","-0.05%"
"02/05/1993","327.95","328.35","327.95","327.95","","-0.14%"
"02/04/1993","328.40","328.60","328.40","328.40","","-0.11%"
"02/03/1993","328.75","329.75","328.75","328.75","","-0.27%"
"02/02/1993","329.65","330.00","329.65","329.65","","-0.06%"
"02/01/1993","329.85","329.95","329.85","329.85","","0.00%"
"01/29/1993","329.85","330.15","329.85","329.85","","-0.11%"
"01/28/1993","330.20","329.75","330.20","330.20","","0.11%"
"01/27/1993","329.85","331.00","329.85","329.85","","-0.42%"
"01/26/1993","331.25","329.05","331.25","331.25","","0.70%"
"01/25/1993","328.95","328.75","328.95","328.95","","0.06%"
"01/22/1993","328.75","329.55","328.75","328.75","","-0.26%"
"01/21/1993","329.60","329.75","329.60","329.60","","-0.09%"
"01/20/1993","329.90","328.65","329.90","329.90","","0.32%"
"01/19/1993","328.85","329.00","328.85","328.85","","0.11%"
"01/18/1993","328.50","328.05","328.50","328.50","","0.24%"
"01/15/1993","327.70","327.80","327.70","327.70","","0.00%"
"01/14/1993","327.70","327.90","327.70","327.70","","-0.14%"
"01/13/1993","328.15","328.85","328.15","328.15","","-0.23%"
"01/12/1993","328.90","328.10","328.90","328.90","","0.23%"
"01/11/1993","328.15","329.10","328.15","328.15","","-0.39%"
"01/08/1993","329.45","329.40","329.45","329.45","","-0.03%"
"01/07/1993","329.55","330.35","329.55","329.55","","-0.11%"
"01/06/1993","329.90","329.15","329.90","329.90","","0.20%"
"01/05/1993","329.25","328.65","329.25","329.25","","0.21%"
"01/04/1993","328.55","333.05","328.55","328.55","","-1.38%"
"12/31/1992","333.15","333.35","333.15","333.15","","-0.07%"
"12/30/1992","333.40","333.05","333.40","333.40","","0.12%"
"12/29/1992","333.00","333.25","333.00","333.00","","-0.08%"
"12/28/1992","333.25","333.50","333.25","333.25","","-0.22%"
"12/25/1992","334.00","333.00","334.00","334.00","","0.27%"
"12/24/1992","333.10","333.30","333.10","333.10","","-0.05%"
"12/23/1992","333.25","332.85","333.25","333.25","","0.24%"
"12/22/1992","332.45","334.15","332.45","332.45","","-0.52%"
"12/21/1992","334.20","337.20","334.20","334.20","","-0.89%"
"12/18/1992","337.20","338.20","337.20","337.20","","-0.31%"
"12/17/1992","338.25","337.50","338.25","338.25","","0.15%"
"12/16/1992","337.75","334.60","337.75","337.75","","0.90%"
"12/15/1992","334.75","334.70","334.75","334.75","","-0.01%"
"12/14/1992","334.80","335.25","334.80","334.80","","-0.13%"
"12/11/1992","335.25","334.00","335.25","335.25","","0.33%"
"12/10/1992","334.15","333.95","334.15","334.15","","0.09%"
"12/09/1992","333.85","335.45","333.85","333.85","","-0.52%"
"12/08/1992","335.60","336.15","335.60","335.60","","-0.16%"
"12/07/1992","336.15","335.65","336.15","336.15","","0.06%"
"12/04/1992","335.96","335.66","335.96","335.96","","0.12%"
"12/03/1992","335.55","335.85","335.55","335.55","","-0.10%"
"12/02/1992","335.90","334.75","335.90","335.90","","0.22%"
"12/01/1992","335.15","334.40","335.15","335.15","","0.18%"
"11/30/1992","334.55","334.55","334.55","334.55","","-0.06%"
"11/27/1992","334.75","334.85","334.75","334.75","","-0.03%"
"11/26/1992","334.85","333.70","334.85","334.85","","0.36%"
"11/25/1992","333.65","334.85","333.65","333.65","","-0.36%"
"11/24/1992","334.85","334.50","334.85","334.85","","0.09%"
"11/23/1992","334.55","335.90","334.55","334.55","","-0.27%"
"11/20/1992","335.45","335.35","335.45","335.45","","0.06%"
"11/19/1992","335.25","334.95","335.25","335.25","","0.07%"
"11/18/1992","335.00","335.55","335.00","335.00","","-0.13%"
"11/17/1992","335.45","334.45","335.45","335.45","","0.24%"
"11/16/1992","334.65","336.05","334.65","334.65","","-0.39%"
"11/13/1992","335.95","333.75","335.95","335.95","","0.90%"
"11/12/1992","332.95","332.80","332.95","332.95","","0.21%"
"11/11/1992","332.25","330.75","332.25","332.25","","0.61%"
"11/10/1992","330.25","333.40","330.25","330.25","","-0.93%"
"11/09/1992","333.35","336.00","333.35","333.35","","-0.73%"
"11/06/1992","335.80","336.60","335.80","335.80","","-0.28%"
"11/05/1992","336.75","337.35","336.75","336.75","","-0.24%"
"11/04/1992","337.55","338.05","337.55","337.55","","-0.12%"
"11/03/1992","337.95","340.05","337.95","337.95","","-0.59%"
"11/02/1992","339.95","339.65","339.95","339.95","","0.07%"
"10/30/1992","339.70","339.50","339.70","339.70","","0.01%"
"10/29/1992","339.65","339.25","339.65","339.65","","0.15%"
"10/28/1992","339.15","337.65","339.15","339.15","","0.47%"
"10/27/1992","337.55","340.70","337.55","337.55","","-0.94%"
"10/26/1992","340.75","343.60","340.75","340.75","","-0.76%"
"10/23/1992","343.35","342.40","343.35","343.35","","0.23%"
"10/22/1992","342.55","343.75","342.55","342.55","","-0.35%"
"10/21/1992","343.75","343.60","343.75","343.75","","0.00%"
"10/20/1992","343.75","342.75","343.75","343.75","","0.31%"
"10/19/1992","342.70","342.80","342.70","342.70","","0.13%"
"10/16/1992","342.25","341.35","342.25","342.25","","0.26%"
"10/15/1992","341.35","342.00","341.35","341.35","","-0.12%"
"10/14/1992","341.75","344.45","341.75","341.75","","-0.78%"
"10/13/1992","344.45","346.05","344.45","344.45","","-0.42%"
"10/12/1992","345.90","350.95","345.90","345.90","","-1.33%"
"10/09/1992","350.55","350.00","350.55","350.55","","0.16%"
"10/08/1992","350.00","351.05","350.00","350.00","","-0.24%"
"10/07/1992","350.85","350.45","350.85","350.85","","0.13%"
"10/06/1992","350.40","350.50","350.40","350.40","","-0.10%"
"10/05/1992","350.75","349.00","350.75","350.75","","0.63%"
"10/02/1992","348.55","348.15","348.55","348.55","","0.06%"
"10/01/1992","348.35","348.55","348.35","348.35","","-0.06%"
"09/30/1992","348.55","348.95","348.55","348.55","","-0.06%"
"09/29/1992","348.75","348.10","348.75","348.75","","0.19%"
"09/28/1992","348.10","349.65","348.10","348.10","","-0.34%"
"09/25/1992","349.30","349.20","349.30","349.30","","-0.01%"
"09/24/1992","349.35","348.90","349.35","349.35","","0.11%"
"09/23/1992","348.95","349.90","348.95","348.95","","-0.16%"
"09/22/1992","349.50","347.70","349.50","349.50","","0.52%"
"09/21/1992","347.70","350.25","347.70","347.70","","-1.01%"
"09/18/1992","351.25","348.15","351.25","351.25","","0.93%"
"09/17/1992","348.00","349.35","348.00","348.00","","-0.34%"
"09/16/1992","349.20","346.45","349.20","349.20","","0.85%"
"09/15/1992","346.25","346.65","346.25","346.25","","-0.13%"
"09/14/1992","346.70","339.25","346.70","346.70","","1.67%"
"09/11/1992","341.00","342.25","341.00","341.00","","-0.34%"
"09/10/1992","342.15","342.05","342.15","342.15","","0.03%"
"09/09/1992","342.05","342.05","342.05","342.05","","-0.12%"
"09/08/1992","342.45","342.45","342.45","342.45","","-0.20%"
"09/07/1992","343.15","342.05","343.15","343.15","","0.48%"
"09/04/1992","341.50","341.40","341.50","341.50","","0.10%"
"09/03/1992","341.15","339.10","341.15","341.15","","0.66%"
"09/02/1992","338.90","340.75","338.90","338.90","","-0.54%"
"09/01/1992","340.75","342.35","340.75","340.75","","-0.50%"
"08/31/1992","342.45","340.10","342.45","342.45","","0.81%"
"08/28/1992","339.70","339.05","339.70","339.70","","0.16%"
"08/27/1992","339.15","338.25","339.15","339.15","","0.22%"
"08/26/1992","338.40","340.35","338.40","338.40","","-0.62%"
"08/25/1992","340.50","341.55","340.50","340.50","","-0.38%"
"08/24/1992","341.80","338.25","341.80","341.80","","1.23%"
"08/21/1992","337.65","337.75","337.65","337.65","","-0.03%"
"08/20/1992","337.75","337.75","337.75","337.75","","-0.03%"
"08/19/1992","337.85","336.25","337.85","337.85","","0.49%"
"08/18/1992","336.20","337.35","336.20","336.20","","-0.31%"
"08/17/1992","337.25","336.10","337.25","337.25","","0.51%"
"08/14/1992","335.55","335.25","335.55","335.55","","0.13%"
"08/13/1992","335.10","340.60","335.10","335.10","","-1.51%"
"08/12/1992","340.25","347.95","340.25","340.25","","-2.20%"
"08/11/1992","347.90","350.05","347.90","347.90","","-0.64%"
"08/10/1992","350.15","350.85","350.15","350.15","","-0.13%"
"08/07/1992","350.60","349.55","350.60","350.60","","0.30%"
"08/06/1992","349.55","349.75","349.55","349.55","","-0.03%"
"08/05/1992","349.65","353.05","349.65","349.65","","-0.99%"
"08/04/1992","353.15","353.35","353.15","353.15","","-0.03%"
"08/03/1992","353.25","358.25","353.25","353.25","","-1.29%"
"07/31/1992","357.85","356.95","357.85","357.85","","0.31%"
"07/30/1992","356.75","356.85","356.75","356.75","","0.03%"
"07/29/1992","356.65","359.20","356.65","356.65","","-0.72%"
"07/28/1992","359.25","359.25","359.25","359.25","","0.34%"
"07/27/1992","358.05","358.75","358.05","358.05","","-0.40%"
"07/24/1992","359.50","357.95","359.50","359.50","","0.42%"
"07/23/1992","358.00","359.35","358.00","358.00","","-0.35%"
"07/22/1992","359.25","357.55","359.25","359.25","","0.45%"
"07/21/1992","357.65","358.85","357.65","357.65","","-0.35%"
"07/20/1992","358.90","358.00","358.90","358.90","","0.48%"
"07/17/1992","357.20","352.50","357.20","357.20","","1.33%"
"07/16/1992","352.50","353.70","352.50","352.50","","-0.34%"
"07/15/1992","353.70","350.85","353.70","353.70","","0.81%"
"07/14/1992","350.85","349.25","350.85","350.85","","0.54%"
"07/13/1992","348.95","348.55","348.95","348.95","","0.20%"
"07/10/1992","348.25","348.45","348.25","348.25","","-0.13%"
"07/09/1992","348.70","347.35","348.70","348.70","","0.39%"
"07/08/1992","347.35","346.30","347.35","347.35","","0.27%"
"07/07/1992","346.40","346.55","346.40","346.40","","-0.07%"
"07/06/1992","346.65","346.15","346.65","346.65","","0.12%"
"07/03/1992","346.25","346.25","346.25","346.25","","0.00%"
"07/02/1992","346.25","344.15","346.25","346.25","","0.61%"
"07/01/1992","344.15","343.30","344.15","344.15","","0.26%"
"06/30/1992","343.25","343.75","343.25","343.25","","-0.13%"
"06/29/1992","343.70","342.50","343.70","343.70","","0.34%"
"06/26/1992","342.55","343.05","342.55","342.55","","-0.15%"
"06/25/1992","343.05","342.95","343.05","343.05","","0.04%"
"06/24/1992","342.90","344.20","342.90","342.90","","-0.42%"
"06/23/1992","344.35","343.45","344.35","344.35","","0.26%"
"06/22/1992","343.45","341.40","343.45","343.45","","0.73%"
"06/19/1992","340.95","342.45","340.95","340.95","","-0.45%"
"06/18/1992","342.50","341.55","342.50","342.50","","0.26%"
"06/17/1992","341.60","342.05","341.60","341.60","","-0.16%"
"06/16/1992","342.15","342.85","342.15","342.15","","-0.18%"
"06/15/1992","342.75","342.55","342.75","342.75","","0.00%"
"06/12/1992","342.75","340.25","342.75","342.75","","0.73%"
"06/11/1992","340.25","337.85","340.25","340.25","","0.70%"
"06/10/1992","337.90","338.05","337.90","337.90","","-0.04%"
"06/09/1992","338.05","338.30","338.05","338.05","","-0.03%"
"06/08/1992","338.15","338.80","338.15","338.15","","-0.18%"
"06/05/1992","338.75","338.75","338.75","338.75","","0.00%"
"06/04/1992","338.75","338.55","338.75","338.75","","0.07%"
"06/03/1992","338.50","338.75","338.50","338.50","","-0.13%"
"06/02/1992","338.95","337.75","338.95","338.95","","0.33%"
"06/01/1992","337.85","336.75","337.85","337.85","","0.39%"
"05/29/1992","336.55","337.20","336.55","336.55","","-0.22%"
"05/28/1992","337.30","337.85","337.30","337.30","","-0.15%"
"05/27/1992","337.80","338.20","337.80","337.80","","-0.10%"
"05/26/1992","338.15","338.45","338.15","338.15","","-0.06%"
"05/25/1992","338.35","337.95","338.35","338.35","","0.15%"
"05/22/1992","337.85","337.20","337.85","337.85","","0.21%"
"05/21/1992","337.15","337.90","337.15","337.15","","-0.22%"
"05/20/1992","337.90","337.90","337.90","337.90","","0.03%"
"05/19/1992","337.80","338.70","337.80","337.80","","-0.25%"
"05/18/1992","338.65","338.55","338.65","338.65","","0.00%"
"05/15/1992","338.65","340.35","338.65","338.65","","0.30%"
"05/14/1992","337.65","338.35","337.65","337.65","","0.54%"
"05/13/1992","335.85","336.45","335.85","335.85","","0.25%"
"05/12/1992","335.00","336.75","335.00","335.00","","-0.45%"
"05/11/1992","336.50","337.15","336.50","336.50","","0.25%"
"05/08/1992","335.65","337.75","335.65","335.65","","0.06%"
"05/07/1992","335.45","336.95","335.45","335.45","","-0.39%"
"05/06/1992","336.75","337.45","336.75","336.75","","-0.09%"
"05/05/1992","337.05","337.45","337.05","337.05","","0.09%"
"05/04/1992","336.75","338.50","336.75","336.75","","-0.53%"
"05/01/1992","338.55","338.65","338.55","338.55","","0.42%"
"04/30/1992","337.15","337.75","337.15","337.15","","0.42%"
"04/29/1992","335.75","336.95","335.75","335.75","","-0.16%"
"04/28/1992","336.30","337.75","336.30","336.30","","0.04%"
"04/27/1992","336.15","337.10","336.15","336.15","","-0.10%"
"04/24/1992","336.50","338.25","336.50","336.50","","-0.55%"
"04/23/1992","338.35","340.05","338.35","338.35","","-0.09%"
"04/22/1992","338.65","340.85","338.65","338.65","","-0.50%"
"04/21/1992","340.35","342.05","340.35","340.35","","0.99%"
"04/20/1992","337.00","338.15","337.00","337.00","","-0.30%"
"04/17/1992","338.00","338.25","338.00","338.00","","0.19%"
"04/16/1992","337.35","337.55","337.35","337.35","","0.43%"
"04/15/1992","335.90","341.31","335.90","335.90","","-1.06%"
"04/14/1992","339.50","339.75","339.50","339.50","","0.04%"
"04/13/1992","339.35","342.75","339.35","339.35","","-0.50%"
"04/10/1992","341.05","342.75","341.05","341.05","","0.43%"
"04/09/1992","339.60","339.60","339.60","339.60","","0.52%"
"04/08/1992","337.85","339.15","337.85","337.85","","-0.21%"
"04/07/1992","338.55","340.35","338.55","338.55","","-0.44%"
"04/06/1992","340.05","341.10","340.05","340.05","","-0.25%"
"04/03/1992","340.90","342.00","340.90","340.90","","0.10%"
"04/02/1992","340.55","343.15","340.55","340.55","","-0.58%"
"04/01/1992","342.55","345.00","342.55","342.55","","-0.25%"
"03/31/1992","343.40","344.95","343.40","343.40","","0.45%"
"03/30/1992","341.85","344.00","341.85","341.85","","-0.18%"
"03/27/1992","342.45","343.35","342.45","342.45","","0.50%"
"03/26/1992","340.75","341.55","340.75","340.75","","-0.15%"
"03/25/1992","341.25","343.25","341.25","341.25","","0.49%"
"03/24/1992","339.60","339.90","339.60","339.60","","0.40%"
"03/23/1992","338.25","339.25","338.25","338.25","","-0.06%"
"03/20/1992","338.45","340.10","338.45","338.45","","-0.15%"
"03/19/1992","338.95","339.85","338.95","338.95","","0.09%"
"03/18/1992","338.65","342.00","338.65","338.65","","-0.56%"
"03/17/1992","340.55","344.25","340.55","340.55","","-0.87%"
"03/16/1992","343.55","348.10","343.55","343.55","","-0.98%"
"03/13/1992","346.95","349.05","346.95","346.95","","-0.13%"
"03/12/1992","347.40","351.60","347.40","347.40","","-0.83%"
"03/11/1992","350.30","350.85","350.30","350.30","","0.36%"
"03/10/1992","349.05","349.55","349.05","349.05","","0.00%"
"03/09/1992","349.05","349.75","349.05","349.05","","-0.13%"
"03/06/1992","349.50","352.70","349.50","349.50","","-0.63%"
"03/05/1992","351.70","351.85","351.70","351.70","","0.30%"
"03/04/1992","350.65","350.95","350.65","350.65","","0.01%"
"03/03/1992","350.60","353.35","350.60","350.60","","-0.27%"
"03/02/1992","351.55","353.60","351.55","351.55","","-0.44%"
"02/28/1992","353.10","354.20","353.10","353.10","","-0.18%"
"02/27/1992","353.75","355.45","353.75","353.75","","1.17%"
"02/26/1992","349.65","350.10","349.65","349.65","","0.01%"
"02/25/1992","349.60","351.50","349.60","349.60","","-0.10%"
"02/24/1992","349.95","351.85","349.95","349.95","","-0.37%"
"02/21/1992","351.25","354.00","351.25","351.25","","-0.59%"
"02/20/1992","353.35","353.95","353.35","353.35","","0.11%"
"02/19/1992","352.95","354.05","352.95","352.95","","-0.03%"
"02/18/1992","353.05","354.95","353.05","353.05","","-0.34%"
"02/17/1992","354.25","354.75","354.25","354.25","","0.25%"
"02/14/1992","353.35","356.15","353.35","353.35","","-0.63%"
"02/13/1992","355.60","358.40","355.60","355.60","","-0.61%"
"02/12/1992","357.80","358.60","357.80","357.80","","0.49%"
"02/11/1992","356.05","357.05","356.05","356.05","","0.11%"
"02/10/1992","355.65","356.35","355.65","355.65","","0.25%"
"02/07/1992","354.75","357.25","354.75","354.75","","-0.23%"
"02/06/1992","355.55","357.05","355.55","355.55","","-0.04%"
"02/05/1992","355.70","356.65","355.70","355.70","","-0.07%"
"02/04/1992","355.95","356.85","355.95","355.95","","-0.01%"
"02/03/1992","356.00","357.85","356.00","356.00","","-0.28%"
"01/31/1992","357.00","359.35","357.00","357.00","","0.73%"
"01/30/1992","354.40","357.75","354.40","354.40","","-0.58%"
"01/29/1992","356.45","358.85","356.45","356.45","","0.15%"
"01/28/1992","355.90","357.15","355.90","355.90","","0.24%"
"01/27/1992","355.05","357.25","355.05","355.05","","0.08%"
"01/24/1992","354.75","356.75","354.75","354.75","","-0.03%"
"01/23/1992","354.85","359.75","354.85","354.85","","-0.77%"
"01/22/1992","357.60","358.35","357.60","357.60","","-0.04%"
"01/21/1992","357.75","358.63","357.75","357.75","","-0.03%"
"01/20/1992","357.85","361.05","357.85","357.85","","1.06%"
"01/17/1992","354.10","358.10","354.10","354.10","","-0.69%"
"01/16/1992","356.55","358.55","356.55","356.55","","0.68%"
"01/15/1992","354.15","356.55","354.15","354.15","","-0.20%"
"01/14/1992","354.85","355.95","354.85","354.85","","0.25%"
"01/13/1992","353.95","356.85","353.95","353.95","","-0.67%"
"01/10/1992","356.35","359.40","356.35","356.35","","-0.25%"
"01/09/1992","357.25","358.55","357.25","357.25","","1.85%"
"01/08/1992","350.75","351.65","350.75","350.75","","0.34%"
"01/07/1992","349.55","350.45","349.55","349.55","","-0.06%"
"01/06/1992","349.75","351.50","349.75","349.75","","-0.29%"
